store_id,timezone_str
5c0e57b0-034b-4c74-a8ad-f0d736278be1,America/Chicago
1a31b915-8512-4550-8e82-a95565523de4,America/Chicago
e43f2dd9-9457-4b1f-8e39-80307e5c8b6b,America/Chicago
994f282b-c47d-4c20-b4d4-a57814f70877,America/Chicago
979cc8a7-537b-4fc0-ba2f-ec41864f2b53,America/Chicago
3730b844-cfe3-464d-89c7-715fe058d1ae,America/Chicago
327c216c-ec27-4ab3-a285-488c05a46faa,America/Chicago
82bfbe71-32ad-49f0-8102-e55eb4dd90f8,America/Chicago
710aaa0d-7afd-4fde-b529-3a7b875b5759,America/Chicago
56a8e369-2ec5-4fff-8351-cd083f3926aa,America/Chicago
ce965ce4-4bab-4eb5-97cc-a265d8add032,America/Chicago
b9d0fa30-17d7-4427-83c5-95165d3c853f,America/Chicago
453ebf84-d452-4829-a2d6-f8da58b8338a,America/Chicago
0dba82e6-dbab-494f-900f-2bae5c19cbc0,America/Chicago
ae5a97a6-969d-4fa6-9ebb-0b4f82ff078a,America/Chicago
a89ec26a-e8f4-4ecf-90d2-7a809c166e74,America/Chicago
b0aba79a-8970-4b0d-8986-4981ba6fbaf8,America/Chicago
1a5b2d84-c55f-4ece-aa92-f727dce4a03b,America/Chicago
9d801fab-0729-4dde-9dc1-4c6ea48acee1,America/Chicago
69af28a9-60b5-494c-8507-e3b936133435,America/Chicago
6a682e6e-c581-44ab-b297-7a0e1f1ca8e2,America/Chicago
05665526-6965-4fec-828d-00237d79ff2d,America/Chicago
4b2c6266-cf90-4e8b-8e2b-27b9a3d24bd7,America/Chicago
c0a4e372-6b2e-46c3-a119-fff6052d38ee,America/Chicago
a175f12f-7a45-4172-8811-6e247431f8ad,America/Chicago
532f7bfd-90c2-40db-b67d-4b952ee0d097,America/Chicago
94c430bd-cffd-4e3e-863c-99e13dfffb78,America/Chicago
cdd819ee-875a-48da-b61e-9d32f202ae6e,America/Chicago
216f8a7d-7e90-4632-8c4f-c12cdaabe022,America/Chicago
cf6c5bf2-1bac-4757-ad45-28e47edfefff,America/Chicago
2d9569dc-4ea1-46a4-b8d6-df4ccecdbdd8,America/Chicago
232db7d8-d837-432b-9825-23cacd93c830,America/Chicago
de9bbfed-89a7-4e29-9e9f-49a10e374bb9,America/Chicago
145f9648-2249-4c03-94fc-dfdc9baff8e7,America/Chicago
69cc2791-9e45-407b-bb53-9901d4364a8b,America/Chicago
46ac480c-3dea-4616-aceb-336ee1c3de55,America/Chicago
31316151-3821-4ce9-9784-b90001a9437a,America/Chicago
a3a98934-9b16-4b30-aeae-00a29f1ac1df,America/Chicago
a0c7cfec-e816-460c-9a94-e1477e93e636,America/Chicago
6343585d-a628-41f8-a76a-e32aff8a1da0,America/Chicago
8023614d-8f75-4df1-833c-25da04677713,America/Chicago
28c400c7-d36b-4960-bccf-6f750a23f8db,America/Chicago
6d8d53ad-5685-4c09-b43a-c55d8562633e,America/Chicago
83205a90-51bd-4019-aace-6b61a63142a2,America/Chicago
07c9442d-c907-4e2f-abff-acc8cec5d222,America/Chicago
b86c20f2-56b1-4f37-a3ee-827449d71650,America/Chicago
f6b268f4-6b76-4bad-9640-044057c8fe51,America/Chicago
5e93e976-0623-4a3d-9cce-72f48cc9c928,America/Chicago
1632d677-3c7b-4808-93bc-fbdd76ed0eb7,America/Chicago
e12303fe-4405-4f2c-aefc-97b63b18c848,America/Chicago
c9d97090-d7ec-4dd4-a43b-14b569c7f71c,America/Chicago
608bba4e-a0c8-47c3-bb89-0f96e49b73a0,America/Chicago
5e6e2242-68c5-473b-9a5e-d6103f772c6f,America/Chicago
65c5b29f-d778-4061-8d1d-cad07a7fec28,America/Chicago
6134633d-f736-4301-850f-e381d5217db8,America/Chicago
a1ded404-2604-494a-a230-5d26db60b0f7,America/Chicago
62335af3-c7cc-4836-b12b-047b624c2a4d,America/Chicago
85cfb691-0049-4a9c-80bb-012666687120,America/Chicago
99d45a84-b184-4cde-856a-489abe0b5695,America/Chicago
ae20e0f7-cd89-4698-af9b-e1727f78353f,America/Chicago
fab8bdd8-96ff-40a4-85ad-460b91ee9d37,America/Chicago
2fc20ef5-6582-4d6a-b8fc-f91f188b967b,America/Chicago
1097ef5c-079f-4ebc-a60e-fb55fbb0f928,America/Chicago
fe21583b-cdb9-49c6-938e-5b52cb086880,America/Chicago
9858cbdb-5401-4bf3-99b7-de2431ed2d2d,America/Chicago
d7fac1f1-516d-43bd-8b40-901e48f56aee,America/Chicago
e3e4fd8f-f436-4d64-b2a9-c7aa195b4dad,America/Chicago
56fd31d0-8ac9-4f2c-be03-239a24e057ef,America/Chicago
d8bd83f0-858a-4732-98b1-e73af7087a51,America/Chicago
084c379d-a9a1-47f4-9c44-7783a3d8422c,America/Chicago
970fedb0-be4c-412e-aa34-42441bc74ac2,America/Chicago
17157999-a535-46b5-86eb-9e2d639736dc,America/Chicago
68d8cb3a-8cde-4045-b9fd-f5aa81480624,America/Chicago
000bba84-20af-4a8b-b68a-368922cc6ad1,America/Chicago
87ac09f9-27fc-4ba5-ba60-c75b94353b4f,America/Chicago
55c47108-5ec0-43c1-bda8-892b76d27cbc,America/Chicago
86849cb0-e483-47db-8730-82395e5d56bf,America/Chicago
03a8d396-bb73-431e-b05d-d30f31af22ea,America/Chicago
f25e766e-8bcf-4890-97f1-17623d815aff,America/Chicago
037ece62-20c9-4af6-9c98-5b1f65224237,America/Chicago
456ae975-ed69-4a78-9ec1-52fb15ac5092,America/Chicago
e49ce4a1-5f5e-4638-9bc6-794d0f1af44c,America/Chicago
c4305e9c-6d75-4eec-8ed3-7832c2fc634f,America/Chicago
2bf9713b-7446-4cbb-bd70-70fa377afc5b,America/Chicago
6e58226f-6cf1-4fcf-8c38-e01fce6621a7,America/Chicago
2ee399a4-df54-4833-bd59-5e145131b022,America/Chicago
6e0a9305-b9b5-4d68-951d-f5d35f6fa96e,America/Chicago
fc1b9111-6288-4448-8c56-e475a2eb172a,America/Chicago
63fb368b-47e0-4836-adce-355da2b9ff74,America/Chicago
af0ebfc2-fbb0-4551-ae6e-e5091f54f94a,America/Chicago
499cdab5-5cbc-4299-8ef6-a1eef2d7caef,America/Chicago
d6531357-7042-4b58-b6cf-83c8e5f1ead7,America/Chicago
238f2a51-4236-4784-83c5-81075433005a,America/Chicago
daa3a275-4a5c-44ad-9494-6b4488a35926,America/Chicago
69186013-12f1-4d8e-83d7-ed45c59f30bd,America/Chicago
f08435c5-f888-4ac4-b989-d9648d479bc7,America/Chicago
4c221b72-6e88-4a82-b6cb-43635119f49e,America/Chicago
ca145653-989a-49bc-a571-c950ccad12bd,America/Chicago
d84202cb-ac8e-470b-b17f-ffdfd9979d01,America/Chicago
690daee7-3183-4751-a522-49321a7f980a,America/Chicago
a48af4b9-dab0-4f0e-b12a-734e4f116025,America/Chicago
dc413311-1ace-470e-ae13-607316267290,America/Chicago
f5a47d98-3ff7-4729-9f8d-1972c08878bb,America/Chicago
5f5d81ef-51d9-429b-8dee-8ce5881b1a5f,America/Chicago
b91908ee-4776-4b4e-97f6-a367be458a2b,America/Chicago
a6524c99-f92b-410c-a23e-8d3097c189c4,America/Chicago
0ca52b72-9ac2-45da-8824-78a44e96e3d0,America/Chicago
2d4ab455-88eb-45e2-9501-fcc7369c48c7,America/Chicago
db8f1271-94e4-4661-b1ca-712e51b40458,America/Chicago
35c36b98-f59a-4ce4-b694-a6a3679bfaad,America/Chicago
71a6dec1-e151-4f1a-9a4a-1b12a6f2aa1a,America/Chicago
cefceb19-62c6-48d5-8dee-87017a4edcbe,America/Chicago
93e338e7-20df-4f2b-bb67-5a26dc537aca,America/Chicago
b6370770-9c60-4059-b70a-d3aa5a2563aa,America/Chicago
3ba4c1d4-86c1-4ea6-8a74-395f546bcc6d,America/Chicago
f668e619-1951-4619-94e2-422ce9d54c2d,America/Chicago
3757be17-5d4d-4dd4-8bdc-a6ddd6ae6fe3,America/Chicago
65a5c465-b371-4893-8a9d-efecf36e24e6,America/Chicago
154fbc8b-b499-4693-8088-83d7ae3327dc,America/Chicago
e98f7356-f377-4cdd-8e14-38ae5bfdfd9f,America/Chicago
007a6957-bf78-4062-9a01-b39641f0c126,America/Chicago
0a1d42a2-f6ad-4c6b-9617-375126714502,America/Chicago
e19692f1-6e67-4ae6-9663-7fc13478a9cf,America/Chicago
09c76f4c-bf56-4af6-b37c-7c4b62d372ac,America/Chicago
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,America/Chicago
fddb1888-d460-42f4-ba68-2d8c03b2528a,America/Chicago
ef0f0211-07ff-44f7-9261-0ff1acc6e5db,America/Chicago
b4020edf-f4a0-4e45-9259-e440f71c123f,America/Chicago
ce0f24a5-20b5-487d-a103-9f1cede32e0b,America/Chicago
525314c1-5383-4d93-aa12-7dbe50448a34,America/Chicago
db1817f9-79ed-4c47-b7e6-ca3f0dd80153,America/Chicago
49d998cd-3060-47dd-9d2d-5c0714a768ea,America/Chicago
31768f67-76c2-4f32-8c87-4f3f4db6d5a0,America/Chicago
4ae89bd9-12b7-4bcf-97c7-1d73837140a9,America/Chicago
88657d7a-0c3d-435d-bfd5-3a62c2fc8f2e,America/Chicago
6731792b-e30a-49be-9c18-b87f24088414,America/Chicago
00e70d3c-7c2a-4633-b779-797f36f77dda,America/Chicago
50c33321-0e53-4b99-a5ed-8570e9abddb3,America/Chicago
28a89212-ddbb-49e0-9e34-0ac94cc4c457,America/Chicago
e9e3e068-2bbc-48e2-8ce2-1cd831abbbaa,America/Chicago
2a19843b-8c25-4dbc-9ea7-e7796bd939cf,America/Chicago
5d883bb9-d9ee-4411-9d41-6eecf82d0331,America/Chicago
8d301121-ebb3-436f-8f86-f3b6e5022edf,America/Chicago
5faf9371-a7ae-417f-8af0-a69568f5e452,America/Chicago
ab340e75-bf5c-438c-858f-7d3739d63a0b,America/Chicago
a6917f89-3912-4e92-ad55-cc0769bf421f,America/Chicago
ce6a9096-9d57-42ef-9d5d-9791bdf22582,America/Chicago
8fec9030-22f3-45e5-87d8-9004a3a768ac,America/Chicago
80328c8d-119b-485c-9de2-2964a40e60c0,America/Chicago
cd02ffc4-aa18-4eba-85d8-bcce3e19ed12,America/Chicago
294090fb-fad5-45f8-837e-03077e4023e0,America/Chicago
09479b10-1fc7-4918-8a4e-6685bbc6eb51,America/Chicago
50f680bd-2577-410e-b71d-da0950fe3bd9,America/Chicago
b413cef4-0fcb-42ac-adc3-4762a3e574c1,America/Chicago
8cbe472f-4744-4cd6-94d7-d311942a38a9,America/Chicago
2df9854f-d0b2-4b25-ac6b-b2ff38091744,America/Chicago
a920a0e7-c321-4733-9917-50aa8e0de1e8,America/Chicago
2f18bc82-a1ec-4a34-a480-5f7747659b0c,America/Chicago
e6812f40-c99e-4080-98ff-4eca19427347,America/Chicago
9c9393b7-568e-462a-8c0d-fb32da0009ab,America/Chicago
c9964902-9f21-4540-b14f-f49dbd03355d,America/Chicago
d162ee2e-a7f0-4cb9-8662-55c8cf2a7ebb,America/Chicago
14819fb5-12e8-45f2-b0b1-2f4312fd7a07,America/Chicago
8d896ba3-d646-4bb0-b6d3-c8eb677c897e,America/Chicago
031543eb-84ff-4d73-a811-b3bb44ac0c79,America/Chicago
f61a6624-f15e-49aa-85e4-6a5f8c4f0368,America/Chicago
6a5c0796-21ec-48b9-885b-a2d081f3aa5c,America/Chicago
76cc824d-d863-4e56-b1a7-787afee9ae95,America/Chicago
fdfb1960-bb0a-410d-a8f2-a5c8adc0159c,America/Chicago
43b6ed87-9b16-46d2-a1e2-756064a012a4,America/Chicago
b51b7dd7-69bf-4650-8d03-6d6209f47128,America/Chicago
3445480d-8907-4abc-ba36-48cf40d0492f,America/Chicago
6af17011-e213-4c50-881f-836f0f0636bc,America/Chicago
bb907cc0-85df-473d-96e7-96739d3ee75b,America/Chicago
7b5109f2-d697-420b-8e9d-749197bfe660,America/Chicago
d4f6acc1-6580-4708-922e-7e5e2e69778b,America/Chicago
76be18c2-0ced-4c9c-a92b-41b1fada85cc,America/Chicago
8f1c018d-1f15-4d11-8937-5a52ad34f541,America/Chicago
1d47bb18-7da5-4d68-a1f0-7cff55bfcc99,America/Chicago
1a49639a-80e1-41aa-849e-a71664488f9f,America/Chicago
ac9d3cf9-553c-4a47-b428-6cd548031965,America/Chicago
363ee67a-a708-4f54-aaf0-8fc3e3b20cd7,America/Chicago
b03b700b-df85-429f-908a-14bef3fe0c4c,America/Chicago
dbfd4198-d72b-4840-a8b9-947fdcc2d25a,America/Chicago
603bbf6d-15d5-4cdf-8e3f-b770aef6da2b,America/Chicago
052cf0ff-4f2a-4dff-855a-660c777d2b69,America/Chicago
64d8ac85-d7aa-4701-8576-cd84760ed802,America/Chicago
eab06b42-cb30-4b0a-90b8-adf59339acb6,America/Chicago
9a04e06f-3e94-4c65-99d1-ba5ed05dd33e,America/Chicago
0383e8f9-4fe2-4cfa-a4ca-879d6bf62839,America/Chicago
3715e391-8778-4453-b687-2893894e29d8,America/Chicago
866b5527-d978-4de2-982a-811e25295836,America/Chicago
26a0dce4-0264-4a5f-b6e5-6a5697f9110f,America/Chicago
d5a4e4e8-acab-4829-8b02-59b89703ee52,America/Chicago
5f7f2a81-e30a-43b8-b01b-3c875a6b7553,America/Chicago
8ffbcb90-9963-49f5-bc5c-ee03b1429871,America/Chicago
91b6852a-6fab-4b64-a37a-5c57f57dc9a3,America/Chicago
0d126a39-f3d5-4066-9fe5-9ba30f666f7f,America/Chicago
babb7986-2c15-4859-994e-336440cfc146,America/Chicago
22012df2-2a60-41de-94c4-7a6637325360,America/Chicago
