store_id,dayOfWeek,start_time_local,end_time_local
4839cffb-67d1-4d4a-ba32-361aca50b44a,6,00:00:00,00:01:00
4839cffb-67d1-4d4a-ba32-361aca50b44a,0,00:00:00,00:01:00
4839cffb-67d1-4d4a-ba32-361aca50b44a,5,00:00:00,00:01:00
4839cffb-67d1-4d4a-ba32-361aca50b44a,3,00:00:00,00:01:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,1,00:00:00,00:30:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,3,00:00:00,00:30:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,4,00:00:00,00:30:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,5,00:00:00,00:30:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,2,00:00:00,00:30:00
ea177507-fbeb-441f-a4b6-6464bf6671ef,6,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,6,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,2,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,3,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,5,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,1,00:00:00,00:30:00
79846e0f-e06f-470f-85c1-599d012b03ba,4,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,5,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,6,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,3,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,4,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,2,00:00:00,00:30:00
94462106-56c8-481a-b9f1-9d0adc061320,1,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,1,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,6,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,2,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,4,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,5,00:00:00,00:30:00
c344c3ae-76e9-4d7f-b398-cfc1bf80fc7a,3,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,4,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,6,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,2,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,1,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,5,00:00:00,00:30:00
0df9efde-41eb-4883-a735-ddaac7184a08,3,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,5,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,2,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,1,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,4,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,3,00:00:00,00:30:00
b29e16d2-dae8-46b5-95b8-a1bea190bf65,6,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,2,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,6,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,3,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,1,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,4,00:00:00,00:30:00
15ea80e7-1ba3-4941-bc20-3878c92fa8b4,5,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,2,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,4,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,5,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,6,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,1,00:00:00,00:30:00
244d84a4-dc9a-46ae-b1e6-2e590732ce14,3,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,5,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,1,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,3,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,6,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,2,00:00:00,00:30:00
5de1dfd5-1f1e-460a-91f6-71c72ce4d3ba,4,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,1,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,5,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,6,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,2,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,3,00:00:00,00:30:00
da86ec4a-8565-4435-aebf-a9b850203299,4,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,2,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,3,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,4,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,6,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,5,00:00:00,00:30:00
1c5fdd59-cb6e-4763-a502-9a8baefb426e,1,00:00:00,00:30:00
ae95a608-76f0-4038-a9dc-43069229a03d,6,00:00:00,00:30:00
ae95a608-76f0-4038-a9dc-43069229a03d,5,00:00:00,00:30:00
ae95a608-76f0-4038-a9dc-43069229a03d,4,00:00:00,00:30:00
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,5,00:00:00,00:30:00
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,6,00:00:00,00:30:00
56ad48ba-13bd-4224-85eb-5e2c3c1b154c,4,00:00:00,00:30:00
29acd182-f9c2-49da-97ce-a63a5f0f095f,4,00:00:00,00:30:00
29acd182-f9c2-49da-97ce-a63a5f0f095f,5,00:00:00,00:30:00
29acd182-f9c2-49da-97ce-a63a5f0f095f,6,00:00:00,00:30:00
23924ea4-f183-4633-b5f3-408eac835651,5,00:00:00,00:30:00
23924ea4-f183-4633-b5f3-408eac835651,4,00:00:00,00:30:00
23924ea4-f183-4633-b5f3-408eac835651,6,00:00:00,00:30:00
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,5,00:00:00,00:30:00
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,6,00:00:00,00:30:00
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,4,00:00:00,00:30:00
162d8345-cae8-4692-bb02-77a44a657388,4,00:00:00,00:30:00
162d8345-cae8-4692-bb02-77a44a657388,6,00:00:00,00:30:00
162d8345-cae8-4692-bb02-77a44a657388,5,00:00:00,00:30:00
6bea2a32-0722-405a-afec-f5f7cb67da88,4,00:00:00,00:30:00
6bea2a32-0722-405a-afec-f5f7cb67da88,6,00:00:00,00:30:00
6bea2a32-0722-405a-afec-f5f7cb67da88,5,00:00:00,00:30:00
7613a03c-5793-42d5-b163-0864680749c6,4,00:00:00,00:30:00
7613a03c-5793-42d5-b163-0864680749c6,1,00:00:00,00:30:00
7613a03c-5793-42d5-b163-0864680749c6,2,00:00:00,00:30:00
7613a03c-5793-42d5-b163-0864680749c6,3,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,3,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,1,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,2,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,0,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,6,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,4,00:00:00,00:30:00
85645d8c-4b70-4078-8b9a-6aefe6868159,5,00:00:00,00:30:00
34ebd7e9-c737-4d40-9684-75a9f1739f94,5,00:00:00,00:30:00
34ebd7e9-c737-4d40-9684-75a9f1739f94,4,00:00:00,00:30:00
34ebd7e9-c737-4d40-9684-75a9f1739f94,6,00:00:00,00:30:00
12176ba4-c426-4876-a213-c0b587e76fae,5,00:00:00,00:30:00
12176ba4-c426-4876-a213-c0b587e76fae,6,00:00:00,00:30:00
12176ba4-c426-4876-a213-c0b587e76fae,4,00:00:00,00:30:00
a14195f0-a93a-42be-9197-5573d4448d47,6,00:00:00,00:30:00
a14195f0-a93a-42be-9197-5573d4448d47,5,00:00:00,00:30:00
a14195f0-a93a-42be-9197-5573d4448d47,4,00:00:00,00:30:00
3d860535-466f-4fa3-b6be-16985179a037,5,00:00:00,00:30:00
3d860535-466f-4fa3-b6be-16985179a037,6,00:00:00,00:30:00
3d860535-466f-4fa3-b6be-16985179a037,4,00:00:00,00:30:00
15ff0630-3159-424f-b39c-9b4a567797ff,5,00:00:00,00:30:00
15ff0630-3159-424f-b39c-9b4a567797ff,6,00:00:00,00:30:00
15ff0630-3159-424f-b39c-9b4a567797ff,4,00:00:00,00:30:00
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,5,00:00:00,00:30:00
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,6,00:00:00,00:30:00
01b0e90e-4bbb-4bad-a0d0-fa9f4eae8c82,4,00:00:00,00:30:00
16a37961-10c0-49f0-bed7-fb18e76eb192,6,00:00:00,00:30:00
16a37961-10c0-49f0-bed7-fb18e76eb192,5,00:00:00,00:30:00
16a37961-10c0-49f0-bed7-fb18e76eb192,4,00:00:00,00:30:00
bcf8b190-b281-49b5-a980-4fcd903fbc0a,6,00:00:00,00:30:00
bcf8b190-b281-49b5-a980-4fcd903fbc0a,5,00:00:00,00:30:00
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,5,00:00:00,00:30:00
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,4,00:00:00,00:30:00
57681cb2-cbe2-4aa7-82ff-800a8a4c8ec1,6,00:00:00,00:30:00
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,6,00:00:00,00:30:00
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,5,00:00:00,00:30:00
a522ccf7-5a94-459c-86ac-dfbd5706e0c3,4,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,6,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,4,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,2,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,3,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,1,00:00:00,00:30:00
ab7ce011-ae25-4486-9c16-8e44a0a6236d,5,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,1,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,6,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,3,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,4,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,5,00:00:00,00:30:00
a3fed5bd-fb0c-47bd-a021-f11c62a0ab73,2,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,5,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,1,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,6,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,4,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,2,00:00:00,00:30:00
f01481f7-7f96-4bb2-af82-aac59d7e72cb,3,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,2,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,4,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,3,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,1,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,0,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,5,00:00:00,00:30:00
e4c955d0-a293-499b-9024-b8f793d3297f,6,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,2,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,4,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,3,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,5,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,6,00:00:00,00:30:00
e5d35571-6e31-42b1-a597-1bea7a6aaaa7,1,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,6,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,3,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,2,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,1,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,5,00:00:00,00:30:00
6fd9fedf-0382-4bd6-9a2c-8021353b57d8,4,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,5,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,4,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,6,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,3,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,2,00:00:00,00:30:00
383682ea-7eb2-419f-80de-26542753328b,1,00:00:00,00:30:00
f3c9f8f0-ae09-40c5-9020-17a4137c0001,5,00:00:00,00:30:00
f3c9f8f0-ae09-40c5-9020-17a4137c0001,6,00:00:00,00:30:00
f3c9f8f0-ae09-40c5-9020-17a4137c0001,4,00:00:00,00:30:00
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,6,00:00:00,00:30:00
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,5,00:00:00,00:30:00
ea1b7ba9-148c-4efe-8fca-24506f6d78c4,4,00:00:00,00:30:00
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,6,00:00:00,00:30:00
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,4,00:00:00,00:30:00
2b8bb820-a55d-4a49-a01c-1db6ee9d9ab1,5,00:00:00,00:30:00
65481df2-caa4-4a19-9e2c-8eb77e667c92,6,00:00:00,00:30:00
65481df2-caa4-4a19-9e2c-8eb77e667c92,5,00:00:00,00:30:00
65481df2-caa4-4a19-9e2c-8eb77e667c92,4,00:00:00,00:30:00
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,6,00:00:00,00:30:00
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,5,00:00:00,00:30:00
68e38998-8d0b-49f5-bcbf-bf0fa4fed692,4,00:00:00,00:30:00
982bc638-b74b-4cc0-873a-11a08a48e99c,5,00:00:00,00:30:00
982bc638-b74b-4cc0-873a-11a08a48e99c,4,00:00:00,00:30:00
982bc638-b74b-4cc0-873a-11a08a48e99c,6,00:00:00,00:30:00
e6812f40-c99e-4080-98ff-4eca19427347,6,00:00:00,00:30:00
e6812f40-c99e-4080-98ff-4eca19427347,5,00:00:00,00:30:00
e6812f40-c99e-4080-98ff-4eca19427347,4,00:00:00,00:30:00
d9545095-b698-4992-9ad8-f477b6ae0cf4,4,00:00:00,00:30:00
d9545095-b698-4992-9ad8-f477b6ae0cf4,5,00:00:00,00:30:00
d9545095-b698-4992-9ad8-f477b6ae0cf4,6,00:00:00,00:30:00
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,4,00:00:00,00:40:00
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,3,00:00:00,00:40:00
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,1,00:00:00,00:40:00
dedb9037-2f5f-4cc0-bdcf-7dae9ff76d2f,2,00:00:00,00:40:00
9a751871-5143-4f7e-802d-d0b5588109d2,4,00:00:00,00:45:00
9a751871-5143-4f7e-802d-d0b5588109d2,1,00:00:00,00:45:00
9a751871-5143-4f7e-802d-d0b5588109d2,2,00:00:00,00:45:00
9a751871-5143-4f7e-802d-d0b5588109d2,3,00:00:00,00:45:00
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,1,00:00:00,00:45:00
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,3,00:00:00,00:45:00
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,4,00:00:00,00:45:00
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,2,00:00:00,00:45:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,5,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,1,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,4,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,2,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,6,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,3,00:00:00,01:00:00
ec2e0fde-adae-4b4f-b2fc-7b5ff3a48ced,0,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,4,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,6,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,0,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,1,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,5,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,3,00:00:00,01:00:00
9ba17e8c-0505-4fa1-8768-4237da32c4a2,2,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,6,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,3,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,2,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,0,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,4,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,5,00:00:00,01:00:00
b69fd6f9-1ea9-4772-aadb-47f2318c4a7d,1,00:00:00,01:00:00
0b30a877-421a-42d1-80f4-324bc4f460f8,0,00:00:00,01:00:00
9cb6745d-b79b-4cd8-aedd-f52fd38f0e9a,0,00:00:00,01:00:00
d1b302f4-5593-4482-b410-61c5ad784dbf,0,00:00:00,01:00:00
00d3080b-63b0-46c3-ad41-35ba3e84e922,5,00:00:00,01:00:00
00d3080b-63b0-46c3-ad41-35ba3e84e922,6,00:00:00,01:00:00
5270d179-d6cf-4ae8-a13c-874b7c9c5499,6,00:00:00,01:00:00
5270d179-d6cf-4ae8-a13c-874b7c9c5499,5,00:00:00,01:00:00
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,5,00:00:00,01:00:00
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,0,00:00:00,01:00:00
604a4b2a-2202-4289-a0b6-fd863a6cbfd2,6,00:00:00,01:00:00
89b9f0d4-8adb-4170-a951-7485d819be53,6,00:00:00,01:00:00
89b9f0d4-8adb-4170-a951-7485d819be53,5,00:00:00,01:00:00
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,2,00:00:00,01:00:00
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,4,00:00:00,01:00:00
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,3,00:00:00,01:00:00
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,0,00:00:00,01:00:00
15fdeb78-8a7d-44cb-894a-8f66a55f6b1a,1,00:00:00,01:00:00
1f6fbbdd-0062-4ce0-853d-19eb652ef114,6,00:00:00,01:00:00
1f6fbbdd-0062-4ce0-853d-19eb652ef114,5,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,3,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,1,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,4,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,5,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,6,00:00:00,01:00:00
952090f7-9e9b-4a46-93c1-307dc8419cf1,2,00:00:00,01:00:00
fbb0f36a-7223-45a5-9489-7186c59605f7,5,00:00:00,01:00:00
fbb0f36a-7223-45a5-9489-7186c59605f7,6,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,5,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,2,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,4,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,3,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,1,00:00:00,01:00:00
0e778630-cc42-40a0-9b44-18602454c90f,6,00:00:00,01:00:00
704a1da9-c299-46e9-8ee0-4678e5cc53fc,5,00:00:00,01:00:00
704a1da9-c299-46e9-8ee0-4678e5cc53fc,6,00:00:00,01:00:00
d58d3735-3173-497d-88ff-bc567c32cfd0,6,00:00:00,01:00:00
d58d3735-3173-497d-88ff-bc567c32cfd0,5,00:00:00,01:00:00
fa073601-305e-4a36-8191-b172dd362147,5,00:00:00,01:00:00
fa073601-305e-4a36-8191-b172dd362147,6,00:00:00,01:00:00
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,3,00:00:00,01:00:00
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,2,00:00:00,01:00:00
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,4,00:00:00,01:00:00
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,1,00:00:00,01:00:00
f660ed62-e1d2-4e4f-ab29-9104fb0224e3,0,00:00:00,01:00:00
18e6317d-9e44-4996-bd7e-f33da104d065,5,00:00:00,01:00:00
18e6317d-9e44-4996-bd7e-f33da104d065,6,00:00:00,01:00:00
d51f9925-89ff-4e03-96a4-a0767c893460,6,00:00:00,01:00:00
d51f9925-89ff-4e03-96a4-a0767c893460,5,00:00:00,01:00:00
0dbad7a9-23c3-4001-99e3-755de308e928,5,00:00:00,01:00:00
0dbad7a9-23c3-4001-99e3-755de308e928,6,00:00:00,01:00:00
a05f10cc-b330-4115-b104-7bbbe5638eab,5,00:00:00,01:00:00
a05f10cc-b330-4115-b104-7bbbe5638eab,6,00:00:00,01:00:00
d4f5a61b-b3ca-4783-aacf-df4939c541a4,5,00:00:00,01:00:00
d4f5a61b-b3ca-4783-aacf-df4939c541a4,6,00:00:00,01:00:00
b16659ed-94cb-4597-b21a-6c7ff32d1573,6,00:00:00,01:00:00
b16659ed-94cb-4597-b21a-6c7ff32d1573,5,00:00:00,01:00:00
b30fa364-6eab-44c9-8413-72b709abd859,5,00:00:00,01:00:00
b30fa364-6eab-44c9-8413-72b709abd859,6,00:00:00,01:00:00
c9a763d7-5eab-44a1-bd3a-86e76d27dba2,5,00:00:00,01:00:00
c9a763d7-5eab-44a1-bd3a-86e76d27dba2,6,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,3,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,1,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,6,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,2,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,5,00:00:00,01:00:00
bec1f028-bbf5-4bd6-94e0-f3dbc601926b,4,00:00:00,01:00:00
2af0f0db-a799-43ae-8eea-5aa0b6c41c68,5,00:00:00,01:00:00
2af0f0db-a799-43ae-8eea-5aa0b6c41c68,6,00:00:00,01:00:00
72cdc554-3948-431b-9112-8abe61ba5376,6,00:00:00,01:00:00
72cdc554-3948-431b-9112-8abe61ba5376,5,00:00:00,01:00:00
7613a03c-5793-42d5-b163-0864680749c6,0,00:00:00,01:00:00
9a751871-5143-4f7e-802d-d0b5588109d2,0,00:00:00,01:00:00
72a5d033-c529-43bb-9f19-b9d02f5fb5b3,0,00:00:00,01:00:00
0d78c700-8921-4abb-982d-a2c8284d1bec,0,00:00:00,01:00:00
0d78c700-8921-4abb-982d-a2c8284d1bec,2,00:00:00,01:00:00
0d78c700-8921-4abb-982d-a2c8284d1bec,1,00:00:00,01:00:00
0d78c700-8921-4abb-982d-a2c8284d1bec,3,00:00:00,01:00:00
0d78c700-8921-4abb-982d-a2c8284d1bec,4,00:00:00,01:00:00
7155ecd8-56fc-4b62-8051-a28d7d916fc2,0,00:00:00,01:00:00
7155ecd8-56fc-4b62-8051-a28d7d916fc2,1,00:00:00,01:00:00
7155ecd8-56fc-4b62-8051-a28d7d916fc2,4,00:00:00,01:00:00
7155ecd8-56fc-4b62-8051-a28d7d916fc2,2,00:00:00,01:00:00
7155ecd8-56fc-4b62-8051-a28d7d916fc2,3,00:00:00,01:00:00
